sexo;fono;edad;hijos;Garante;Aval;meses;renta;morosidad
Masculino;Si;75;5;No;Si;33;Fija;Si
Femenino;Si;75;5;Si;Si;33;Fija;Si
Masculino;No;75;5;Si;Si;33;Fija;Si
Femenino;Si;75;5;Si;Si;33;Fija;Si
Masculino;Si;75;5;Si;Si;33;Fija;Si
Masculino;Si;75;5;No;Si;33;Fija;Si
Masculino;Si;75;4;No;Si;33;Fija;Si
Masculino;No;75;4;Si;Si;33;Fija;No
Masculino;Si;75;3;Si;Si;33;Fija;No
Masculino;Si;75;1;Si;Si;33;Fija;No
Femenino;Si;75;1;Si;Si;33;Fija;Si
Masculino;No;75;1;No;Si;33;Fija;No
Masculino;Si;75;0;Si;Si;33;Fija;No
Masculino;Si;75;0;Si;Si;33;Fija;No
Masculino;Si;75;0;Si;Si;33;Fija;No
Femenino;Si;75;0;Si;Si;33;Fija;No
Masculino;No;75;0;Si;Si;33;Fija;No
Femenino;Si;75;0;Si;Si;33;Fija;No
Femenino;Si;75;0;Si;No;33;Fija;No
Femenino;Si;75;0;Si;Si;33;Fija;No
Masculino;Si;75;0;Si;Si;33;Fija;No
Femenino;No;75;0;Si;Si;33;Fija;No
Masculino;No;76;1;Si;No;33;Fija;No
Femenino;Si;76;0;Si;Si;33;Fija;No
Femenino;No;76;0;Si;Si;33;Fija;No
Masculino;Si;77;4;Si;Si;33;Fija;Si
Masculino;Si;23;2;Si;Si;32;Fija;No
Masculino;Si;42;2;No;No;32;Fija;No
Masculino;No;44;3;Si;No;32;Fija;No
Masculino;Si;50;1;No;Si;32;Fija;Si
Femenino;No;52;3;Si;No;32;Fija;No
Masculino;No;54;0;No;Si;32;Fija;No
Femenino;Si;55;5;Si;No;32;Fija;No
Masculino;No;55;5;No;No;32;Fija;Si
Masculino;Si;55;5;Si;Si;32;Fija;Si
Femenino;Si;55;5;No;Si;32;Fija;Si
Femenino;Si;55;4;Si;Si;32;Fija;Si
Masculino;No;55;3;Si;Si;32;Fija;No
Masculino;Si;56;2;No;No;32;Fija;No
Masculino;Si;56;1;Si;Si;32;Variable;No
Femenino;Si;57;3;Si;No;32;Fija;No
Masculino;Si;57;0;Si;No;32;Fija;No
Femenino;Si;57;0;Si;No;32;Fija;No
Masculino;No;58;0;No;Si;32;Fija;No
Masculino;No;59;2;No;Si;32;Fija;Si
Masculino;Si;59;0;No;No;32;Fija;No
Femenino;Si;60;0;Si;Si;32;Fija;No
Femenino;No;60;0;No;Si;32;Fija;No
Masculino;No;61;4;No;Si;32;Fija;Si
Masculino;Si;61;1;No;Si;32;Fija;No
Masculino;No;61;1;Si;Si;32;Fija;No
Masculino;No;63;5;Si;Si;32;Fija;Si
Femenino;No;63;5;No;No;32;Fija;Si
Masculino;No;63;1;Si;Si;32;Fija;No
Masculino;No;64;5;Si;Si;32;Fija;Si
Masculino;Si;64;5;No;No;32;Fija;Si
Masculino;Si;64;1;Si;No;32;Fija;No
Masculino;No;64;0;No;Si;32;Fija;No
Masculino;No;65;3;Si;Si;32;Fija;No
Femenino;Si;65;0;Si;No;32;Fija;No
Masculino;Si;67;4;No;No;32;Fija;Si
Masculino;No;68;2;No;Si;32;Fija;Si
Masculino;No;68;1;No;Si;32;Fija;No
Masculino;Si;68;0;Si;Si;32;Fija;No
Masculino;No;69;1;Si;No;32;Fija;No
Femenino;No;69;0;Si;Si;32;Fija;No
Masculino;No;73;4;No;No;32;Fija;Si
Masculino;No;75;1;No;No;32;Fija;No
Masculino;No;75;1;Si;Si;32;Fija;No
Masculino;No;75;1;Si;No;32;Fija;No
Masculino;Si;76;0;No;Si;32;Fija;No
Masculino;Si;48;2;No;No;31;Fija;No
Masculino;No;49;4;Si;No;31;Fija;Si
Masculino;Si;50;5;Si;No;31;Fija;Si
Masculino;Si;51;2;Si;No;31;Fija;No
Masculino;No;52;2;Si;Si;31;Fija;No
Femenino;Si;53;2;No;Si;31;Fija;No
Masculino;Si;54;1;No;No;31;Fija;No
Masculino;Si;55;5;Si;Si;31;Variable;Si
Masculino;Si;55;2;No;Si;31;Fija;Si
Masculino;No;57;3;No;No;31;Fija;No
Masculino;No;57;2;No;No;31;Fija;No
Masculino;No;57;1;Si;Si;31;Variable;Si
Masculino;Si;58;2;Si;No;31;Fija;No
Masculino;No;58;2;Si;Si;31;Fija;No
Femenino;Si;59;0;No;No;31;Fija;No
Masculino;Si;60;4;No;No;31;Fija;Si
Masculino;Si;60;3;No;No;31;Fija;No
Masculino;No;60;0;No;Si;31;Fija;No
Femenino;No;63;4;No;Si;31;Variable;Si
Masculino;Si;73;1;No;No;31;Fija;No
Masculino;No;73;0;No;Si;31;Fija;No
Masculino;No;74;5;Si;Si;31;Variable;Si
Masculino;Si;75;1;No;Si;31;Fija;Si
Masculino;Si;48;4;Si;Si;30;Fija;Si
Masculino;Si;48;3;Si;Si;30;Fija;No
Femenino;Si;49;3;No;No;30;Fija;No
Masculino;Si;49;1;No;Si;30;Fija;No
Masculino;No;50;4;Si;No;30;Fija;Si
Masculino;No;50;3;Si;Si;30;Fija;No
Masculino;No;51;2;Si;Si;30;Fija;No
Masculino;No;51;2;No;No;30;Fija;No
Masculino;Si;51;2;Si;Si;30;Variable;No
Masculino;Si;51;0;Si;No;30;Fija;No
Masculino;No;51;0;Si;No;30;Fija;No
Masculino;Si;52;3;Si;Si;30;Fija;No
Masculino;No;52;3;Si;Si;30;Variable;No
Masculino;Si;55;5;No;Si;30;Fija;Si
Masculino;Si;57;0;Si;Si;30;Fija;No
Masculino;Si;58;2;No;No;30;Fija;No
Femenino;Si;59;5;Si;Si;30;Fija;Si
Femenino;No;59;0;No;Si;30;Fija;No
Masculino;No;61;3;No;No;30;Fija;No
Masculino;Si;62;2;No;Si;30;Fija;No
Masculino;Si;63;1;Si;No;30;Fija;No
Femenino;No;65;0;Si;Si;30;Fija;No
Femenino;No;66;4;Si;Si;30;Variable;Si
Femenino;No;68;5;No;No;30;Fija;Si
Masculino;No;71;5;Si;Si;30;Fija;Si
Masculino;Si;72;4;Si;Si;30;Fija;Si
Femenino;Si;45;2;Si;Si;29;Fija;Si
Masculino;No;48;3;Si;No;29;Fija;No
Masculino;No;48;1;Si;Si;29;Fija;No
Masculino;No;49;1;Si;No;29;Fija;No
Masculino;No;50;2;Si;No;29;Fija;No
Masculino;No;50;2;Si;No;29;Fija;No
Masculino;Si;50;2;Si;No;29;Fija;No
Masculino;Si;50;2;Si;Si;29;Fija;Si
Femenino;Si;50;1;Si;Si;29;Fija;Si
Femenino;Si;51;1;Si;No;29;Fija;No
Masculino;Si;52;4;No;No;29;Fija;Si
Masculino;No;53;3;No;No;29;Fija;No
Masculino;Si;53;3;No;Si;29;Fija;No
Masculino;No;53;2;Si;Si;29;Fija;No
Femenino;Si;53;1;Si;No;29;Fija;Si
Femenino;No;54;5;Si;Si;29;Variable;Si
Masculino;No;54;3;No;No;29;Fija;No
Masculino;Si;55;1;Si;Si;29;Variable;No
Masculino;Si;57;1;Si;Si;29;Fija;Si
Masculino;Si;57;0;No;Si;29;Fija;No
Masculino;No;59;5;Si;No;29;Fija;Si
Femenino;No;59;1;Si;Si;29;Fija;No
Femenino;No;59;0;Si;Si;29;Variable;No
Masculino;No;60;2;Si;Si;29;Variable;No
Femenino;Si;60;0;Si;Si;29;Fija;No
Femenino;Si;61;5;No;Si;29;Fija;Si
Masculino;No;61;3;Si;Si;29;Fija;No
Masculino;No;61;3;No;No;29;Fija;No
Femenino;Si;61;0;Si;Si;29;Fija;No
Masculino;No;63;0;Si;Si;29;Fija;No
Masculino;Si;64;2;Si;No;29;Fija;No
Masculino;No;65;3;No;No;29;Fija;No
Femenino;No;65;2;Si;No;29;Variable;No
Masculino;Si;65;1;Si;Si;29;Fija;No
Masculino;No;66;0;Si;Si;29;Fija;No
Masculino;No;67;5;No;Si;29;Fija;Si
Masculino;No;67;5;Si;Si;29;Fija;Si
Masculino;No;67;2;Si;Si;29;Fija;No
Masculino;No;68;0;Si;Si;29;Fija;No
Masculino;No;74;0;Si;Si;29;Fija;No
Masculino;No;75;4;Si;Si;29;Fija;Si
Femenino;No;40;3;Si;Si;28;Fija;No
Femenino;No;42;2;No;Si;28;Fija;Si
Masculino;No;42;0;Si;Si;28;Fija;No
Masculino;Si;44;2;No;Si;28;Fija;No
Masculino;Si;44;1;No;Si;28;Fija;No
Masculino;No;45;4;Si;No;28;Fija;Si
Femenino;Si;45;2;No;No;28;Fija;No
Masculino;Si;46;2;No;No;28;Fija;No
Masculino;No;46;2;Si;No;28;Fija;No
Femenino;Si;46;2;Si;Si;28;Fija;Si
Masculino;No;47;1;Si;Si;28;Fija;Si
Masculino;Si;47;1;Si;Si;28;Variable;No
Masculino;Si;48;5;No;No;28;Fija;Si
Femenino;Si;48;3;No;No;28;Fija;No
Femenino;Si;48;2;Si;Si;28;Fija;No
Masculino;No;49;3;Si;Si;28;Fija;No
Masculino;Si;49;2;No;No;28;Fija;No
Masculino;Si;50;4;Si;No;28;Fija;Si
Masculino;No;50;2;No;No;28;Fija;No
Masculino;No;50;2;Si;Si;28;Fija;No
Femenino;Si;50;0;No;Si;28;Fija;No
Femenino;No;51;5;Si;Si;28;Fija;Si
Masculino;Si;51;5;Si;No;28;Fija;Si
Femenino;Si;51;4;Si;No;28;Fija;Si
Femenino;Si;51;2;Si;Si;28;Fija;Si
Femenino;Si;52;1;No;Si;28;Fija;No
Masculino;No;52;0;Si;Si;28;Fija;No
Masculino;No;53;5;Si;No;28;Fija;No
Masculino;Si;53;4;No;No;28;Fija;Si
Masculino;No;53;1;No;No;28;Fija;No
Masculino;Si;53;0;Si;Si;28;Fija;No
Femenino;No;54;5;No;Si;28;Fija;Si
Femenino;Si;54;5;Si;Si;28;Variable;Si
Masculino;No;54;4;Si;No;28;Fija;Si
Masculino;No;54;3;Si;Si;28;Fija;No
Masculino;No;54;2;Si;Si;28;Fija;No
Femenino;Si;55;1;Si;Si;28;Fija;No
Femenino;No;55;0;No;No;28;Fija;No
Masculino;No;55;0;Si;Si;28;Fija;No
Femenino;Si;55;0;No;No;28;Fija;No
Masculino;No;55;0;Si;Si;28;Fija;No
Femenino;Si;56;5;Si;No;28;Fija;Si
Masculino;Si;56;4;Si;Si;28;Fija;Si
Masculino;Si;56;1;No;Si;28;Fija;Si
Masculino;No;56;1;Si;Si;28;Fija;Si
Masculino;Si;56;1;Si;No;28;Fija;No
Femenino;No;56;0;Si;Si;28;Fija;No
Masculino;Si;57;3;No;Si;28;Fija;No
Masculino;No;57;3;Si;Si;28;Variable;No
Masculino;No;57;1;Si;Si;28;Fija;No
Femenino;Si;57;0;Si;Si;28;Fija;No
Masculino;Si;58;4;No;No;28;Fija;Si
Masculino;Si;58;2;Si;Si;28;Fija;No
Femenino;No;58;1;Si;Si;28;Fija;Si
Masculino;No;58;1;Si;Si;28;Fija;Si
Masculino;No;59;1;Si;Si;28;Fija;No
Masculino;Si;60;2;No;No;28;Fija;No
Masculino;Si;60;2;Si;Si;28;Fija;No
Femenino;Si;60;1;Si;Si;28;Fija;No
Masculino;Si;60;0;Si;Si;28;Fija;No
Masculino;No;61;3;Si;Si;28;Fija;No
Masculino;No;61;2;Si;Si;28;Fija;No
Femenino;No;61;1;No;Si;28;Fija;No
Masculino;Si;61;0;Si;Si;28;Fija;No
Masculino;Si;61;0;Si;Si;28;Fija;No
Masculino;No;62;1;No;No;28;Fija;No
Femenino;No;63;5;Si;Si;28;Fija;Si
Masculino;Si;63;0;No;Si;28;Fija;No
Masculino;No;64;5;Si;Si;28;Fija;Si
Masculino;No;64;0;No;Si;28;Fija;No
Masculino;Si;64;0;Si;Si;28;Fija;No
Masculino;Si;64;0;Si;Si;28;Variable;No
Masculino;Si;65;5;Si;Si;28;Fija;Si
Masculino;No;65;0;Si;Si;28;Fija;No
Masculino;No;65;0;No;Si;28;Variable;No
Masculino;Si;66;3;No;No;28;Fija;No
Masculino;Si;66;2;Si;No;28;Fija;Si
Masculino;Si;66;1;Si;Si;28;Fija;No
Masculino;No;66;1;Si;Si;28;Fija;Si
Femenino;Si;66;0;Si;Si;28;Fija;No
Femenino;Si;66;0;Si;Si;28;Fija;No
Masculino;Si;67;5;Si;Si;28;Fija;Si
Masculino;Si;67;5;No;Si;28;Fija;Si
Masculino;No;67;1;No;No;28;Fija;No
Masculino;No;67;1;Si;Si;28;Fija;No
Masculino;No;67;0;Si;Si;28;Fija;No
Masculino;Si;68;5;Si;Si;28;Fija;Si
Masculino;Si;68;5;Si;Si;28;Fija;Si
Masculino;Si;68;2;No;Si;28;Fija;Si
Masculino;No;68;0;Si;Si;28;Fija;No
Masculino;Si;69;3;No;No;28;Fija;No
Masculino;Si;69;1;No;No;28;Fija;No
Masculino;No;69;1;No;Si;28;Fija;No
Femenino;No;69;1;Si;Si;28;Fija;No
Masculino;Si;69;0;Si;Si;28;Fija;No
Femenino;Si;69;0;Si;Si;28;Fija;No
Femenino;Si;69;0;No;Si;28;Fija;No
Femenino;Si;69;0;Si;Si;28;Fija;No
Masculino;Si;69;0;No;Si;28;Fija;No
Femenino;Si;70;5;Si;Si;28;Fija;Si
Masculino;Si;70;5;No;Si;28;Fija;Si
Masculino;Si;71;5;Si;Si;28;Fija;Si
Femenino;No;71;2;No;Si;28;Fija;Si
Femenino;No;72;5;Si;Si;28;Fija;Si
Masculino;No;72;4;No;No;28;Fija;Si
Masculino;No;73;5;Si;Si;28;Fija;Si
Masculino;Si;73;1;No;No;28;Fija;No
Masculino;No;74;1;Si;Si;28;Fija;No
Masculino;No;74;0;No;Si;28;Fija;No
Masculino;No;74;0;Si;Si;28;Fija;No
Masculino;Si;74;0;Si;Si;28;Fija;No
Masculino;Si;75;5;No;No;28;Fija;Si
Femenino;No;75;5;Si;Si;28;Fija;Si
Masculino;No;75;5;Si;Si;28;Fija;Si
Femenino;Si;76;1;No;No;28;Fija;No
Masculino;No;76;1;No;Si;28;Fija;No
Masculino;Si;76;1;No;No;28;Fija;Si
Femenino;No;76;0;Si;Si;28;Fija;No
Masculino;Si;47;2;Si;No;27;Fija;Si
Masculino;No;48;3;No;No;27;Fija;No
Femenino;No;48;2;Si;Si;27;Fija;No
Masculino;Si;49;5;Si;Si;27;Fija;Si
Masculino;Si;49;5;No;Si;27;Fija;Si
Masculino;Si;49;2;Si;Si;27;Fija;No
Masculino;Si;49;0;No;Si;27;Fija;No
Masculino;Si;50;4;Si;Si;27;Fija;Si
Masculino;No;50;3;Si;Si;27;Fija;No
Masculino;Si;50;3;Si;No;27;Fija;No
Femenino;No;51;4;Si;Si;27;Fija;Si
Masculino;No;51;3;No;No;27;Fija;No
Masculino;Si;51;3;Si;No;27;Fija;No
Masculino;Si;51;2;Si;No;27;Fija;No
Femenino;Si;52;2;Si;Si;27;Fija;No
Femenino;Si;52;1;No;No;27;Fija;No
Femenino;Si;52;1;No;Si;27;Fija;Si
Masculino;No;53;3;No;No;27;Fija;No
Femenino;Si;53;0;Si;No;27;Fija;No
Masculino;Si;54;3;Si;No;27;Fija;No
Masculino;Si;54;0;Si;Si;27;Fija;No
Femenino;Si;55;1;Si;Si;27;Fija;No
Femenino;No;56;5;No;Si;27;Fija;Si
Masculino;Si;56;2;No;No;27;Fija;No
Masculino;No;56;2;Si;Si;27;Fija;No
Femenino;Si;58;4;Si;Si;27;Fija;No
Masculino;No;58;3;No;No;27;Fija;No
Masculino;Si;59;5;Si;Si;27;Fija;Si
Femenino;Si;60;5;No;Si;27;Fija;Si
Masculino;Si;62;5;No;Si;27;Fija;Si
Masculino;No;62;5;Si;Si;27;Variable;Si
Masculino;Si;63;4;No;No;27;Fija;Si
Masculino;No;63;4;No;No;27;Variable;Si
Masculino;Si;63;0;No;Si;27;Fija;No
Masculino;Si;64;0;Si;Si;27;Fija;No
Femenino;Si;66;3;Si;No;27;Variable;No
Masculino;Si;66;2;No;No;27;Variable;No
Masculino;Si;76;2;Si;Si;27;Fija;No
Femenino;No;30;4;Si;No;26;Variable;Si
Masculino;Si;41;1;Si;Si;26;Variable;No
Masculino;No;45;4;Si;Si;26;Fija;No
Masculino;No;46;5;Si;No;26;Fija;Si
Masculino;Si;46;2;No;Si;26;Fija;Si
Masculino;No;46;1;Si;Si;26;Fija;Si
Masculino;No;48;4;Si;Si;26;Fija;Si
Femenino;Si;48;2;No;No;26;Fija;No
Masculino;No;48;2;No;No;26;Fija;No
Masculino;Si;50;4;No;No;26;Fija;Si
Femenino;No;51;4;Si;Si;26;Variable;Si
Masculino;No;51;1;Si;Si;26;Variable;No
Femenino;Si;53;1;Si;Si;26;Fija;Si
Femenino;Si;53;0;No;Si;26;Variable;No
Masculino;No;54;0;Si;Si;26;Fija;No
Masculino;No;55;1;Si;No;26;Fija;No
Masculino;Si;55;1;Si;Si;26;Fija;No
Femenino;Si;58;0;No;Si;26;Fija;No
Masculino;No;59;1;Si;Si;26;Fija;No
Masculino;No;62;2;Si;Si;26;Fija;Si
Femenino;No;64;0;Si;Si;26;Fija;No
Femenino;No;65;5;Si;Si;26;Variable;Si
Masculino;No;66;1;No;Si;26;Fija;No
Femenino;Si;40;1;No;Si;25;Fija;Si
Femenino;No;44;2;No;No;25;Fija;No
Masculino;Si;47;2;Si;No;25;Fija;No
Femenino;Si;48;1;No;Si;25;Fija;No
Femenino;Si;49;4;Si;Si;25;Fija;Si
Femenino;Si;49;4;No;No;25;Fija;Si
Masculino;Si;49;2;Si;No;25;Fija;No
Masculino;Si;49;1;No;No;25;Fija;No
Femenino;Si;50;1;No;No;25;Fija;No
Masculino;Si;51;2;Si;No;25;Fija;No
Femenino;Si;53;0;No;No;25;Fija;No
Masculino;Si;54;1;No;Si;25;Fija;No
Femenino;Si;54;0;No;Si;25;Fija;No
Masculino;Si;55;4;No;No;25;Fija;Si
Masculino;Si;57;2;Si;No;25;Fija;No
Masculino;No;57;1;Si;Si;25;Fija;No
Masculino;No;58;3;No;Si;25;Variable;No
Masculino;Si;61;5;Si;Si;25;Fija;Si
Femenino;Si;61;1;Si;No;25;Fija;No
Femenino;Si;62;1;Si;No;25;Variable;No
Masculino;No;64;1;Si;Si;25;Fija;No
Masculino;No;69;0;Si;Si;25;Fija;No
Masculino;Si;69;0;Si;Si;25;Variable;No
Masculino;Si;71;5;Si;Si;25;Fija;Si
Masculino;Si;42;3;Si;Si;24;Fija;No
Femenino;No;42;2;Si;Si;24;Variable;No
Masculino;Si;43;4;Si;No;24;Fija;Si
Masculino;No;43;1;Si;Si;24;Fija;Si
Masculino;No;44;5;No;No;24;Fija;Si
Masculino;No;44;4;No;Si;24;Fija;Si
Masculino;No;44;4;Si;Si;24;Fija;Si
Masculino;Si;45;5;Si;No;24;Fija;Si
Femenino;No;45;3;Si;Si;24;Fija;No
Masculino;No;45;3;Si;Si;24;Fija;No
Masculino;Si;46;2;Si;Si;24;Fija;No
Masculino;No;47;3;No;Si;24;Fija;No
Masculino;No;48;4;No;No;24;Fija;Si
Masculino;Si;48;3;No;No;24;Fija;No
Masculino;Si;48;2;Si;Si;24;Fija;No
Femenino;No;48;2;No;No;24;Fija;No
Masculino;No;48;2;No;No;24;Fija;No
Femenino;Si;49;3;Si;Si;24;Fija;No
Femenino;No;49;1;No;Si;24;Fija;No
Masculino;Si;50;5;Si;Si;24;Fija;Si
Masculino;Si;50;2;No;No;24;Fija;No
Femenino;No;50;1;Si;Si;24;Fija;No
Masculino;No;51;2;Si;Si;24;Fija;No
Masculino;Si;52;5;Si;Si;24;Fija;Si
Femenino;No;52;5;No;Si;24;Fija;Si
Masculino;Si;52;4;No;Si;24;Fija;Si
Masculino;No;53;2;No;No;24;Fija;No
Femenino;Si;54;3;No;Si;24;Fija;No
Femenino;No;54;2;Si;No;24;Fija;No
Femenino;Si;55;4;No;No;24;Fija;Si
Masculino;No;55;1;Si;Si;24;Fija;No
Femenino;No;56;5;No;No;24;Variable;Si
Masculino;No;57;2;Si;No;24;Fija;No
Femenino;Si;59;4;Si;No;24;Variable;Si
Masculino;Si;60;2;Si;Si;24;Fija;No
Masculino;No;66;3;No;No;24;Variable;No
Masculino;Si;66;2;Si;No;24;Fija;No
Masculino;No;67;0;Si;Si;24;Variable;No
Femenino;Si;69;5;No;No;24;Fija;Si
Masculino;No;70;5;No;Si;24;Fija;Si
Masculino;Si;75;1;Si;No;24;Variable;No
Femenino;Si;32;4;No;Si;23;Variable;Si
Femenino;No;37;1;Si;Si;23;Variable;No
Masculino;Si;41;5;Si;No;23;Fija;Si
Femenino;No;41;2;Si;Si;23;Fija;No
Femenino;Si;42;3;Si;Si;23;Fija;No
Masculino;Si;42;2;Si;No;23;Fija;No
Masculino;No;42;2;No;No;23;Fija;No
Masculino;Si;43;5;Si;No;23;Fija;Si
Masculino;No;43;4;Si;Si;23;Fija;Si
Femenino;Si;43;3;Si;Si;23;Fija;No
Masculino;No;43;2;Si;No;23;Variable;No
Femenino;Si;44;5;Si;No;23;Fija;Si
Masculino;Si;44;5;Si;No;23;Fija;Si
Femenino;Si;44;4;Si;Si;23;Fija;Si
Femenino;Si;44;4;Si;No;23;Fija;Si
Masculino;No;44;2;Si;Si;23;Fija;No
Masculino;No;44;0;No;Si;23;Variable;No
Femenino;No;45;5;No;No;23;Fija;Si
Femenino;No;45;5;No;Si;23;Variable;Si
Masculino;No;45;4;Si;No;23;Fija;Si
Femenino;No;45;2;Si;Si;23;Fija;Si
Masculino;No;45;1;Si;No;23;Fija;No
Masculino;Si;45;1;No;Si;23;Fija;No
Masculino;No;46;5;No;Si;23;Fija;Si
Femenino;No;46;5;Si;Si;23;Variable;Si
Masculino;No;46;4;Si;No;23;Fija;Si
Femenino;No;46;4;No;No;23;Fija;Si
Masculino;Si;46;2;Si;No;23;Fija;No
Masculino;No;46;2;Si;Si;23;Fija;Si
Masculino;Si;47;5;No;No;23;Fija;Si
Masculino;No;47;5;No;No;23;Fija;No
Femenino;Si;47;3;Si;Si;23;Fija;No
Masculino;Si;47;2;No;No;23;Fija;No
Masculino;Si;48;5;Si;Si;23;Fija;No
Masculino;Si;48;3;Si;Si;23;Fija;No
Masculino;Si;48;3;Si;Si;23;Fija;No
Masculino;No;49;4;Si;Si;23;Fija;Si
Masculino;No;49;3;Si;No;23;Fija;No
Femenino;Si;49;3;No;No;23;Fija;No
Femenino;Si;50;5;Si;Si;23;Fija;Si
Femenino;No;50;4;Si;Si;23;Variable;Si
Femenino;No;50;2;Si;Si;23;Fija;No
Femenino;Si;50;2;Si;Si;23;Fija;No
Femenino;No;51;2;Si;Si;23;Fija;No
Masculino;No;52;5;No;Si;23;Fija;No
Femenino;No;52;5;No;No;23;Variable;Si
Masculino;Si;52;2;No;No;23;Fija;No
Femenino;No;53;4;Si;Si;23;Fija;Si
Masculino;Si;53;3;No;Si;23;Fija;No
Femenino;Si;53;2;Si;No;23;Fija;No
Femenino;No;53;1;Si;Si;23;Fija;No
Femenino;No;53;1;No;Si;23;Fija;No
Masculino;No;54;4;Si;Si;23;Variable;Si
Masculino;No;54;3;Si;Si;23;Variable;No
Masculino;No;54;0;Si;Si;23;Fija;No
Femenino;Si;54;0;Si;Si;23;Fija;No
Masculino;No;55;5;Si;Si;23;Fija;Si
Masculino;No;55;0;Si;Si;23;Variable;No
Masculino;No;56;5;Si;Si;23;Variable;Si
Masculino;No;56;1;Si;Si;23;Variable;No
Femenino;Si;56;0;Si;No;23;Fija;No
Masculino;No;57;3;Si;Si;23;Fija;No
Masculino;Si;57;3;No;No;23;Fija;No
Femenino;Si;57;2;Si;Si;23;Fija;Si
Masculino;No;57;1;Si;Si;23;Fija;No
Masculino;Si;58;5;No;No;23;Fija;Si
Femenino;Si;58;2;Si;Si;23;Fija;No
Masculino;No;60;0;Si;No;23;Fija;No
Masculino;No;61;2;Si;Si;23;Fija;No
Femenino;Si;61;1;Si;Si;23;Fija;No
Femenino;Si;61;0;No;No;23;Fija;No
Masculino;Si;61;0;Si;Si;23;Fija;No
Femenino;No;61;0;Si;Si;23;Fija;No
Masculino;Si;62;4;Si;Si;23;Fija;Si
Masculino;No;62;4;Si;Si;23;Variable;Si
Masculino;Si;62;1;Si;Si;23;Fija;No
Femenino;No;62;1;Si;Si;23;Variable;No
Masculino;No;63;0;Si;Si;23;Fija;No
Masculino;No;64;4;Si;No;23;Variable;Si
Masculino;Si;65;1;No;Si;23;Fija;No
Masculino;Si;66;2;Si;No;23;Fija;No
Femenino;Si;67;1;No;Si;23;Fija;No
Masculino;Si;67;0;Si;Si;23;Fija;No
Masculino;Si;69;1;Si;Si;23;Fija;No
Masculino;No;69;0;Si;Si;23;Fija;No
Masculino;No;69;0;Si;Si;23;Fija;No
Masculino;No;69;0;Si;Si;23;Fija;No
Femenino;No;69;0;Si;Si;23;Variable;No
Masculino;Si;70;5;No;No;23;Fija;Si
Femenino;No;70;5;No;No;23;Fija;Si
Masculino;No;72;5;Si;Si;23;Fija;Si
Femenino;No;72;5;Si;Si;23;Variable;Si
Femenino;No;73;5;Si;Si;23;Fija;Si
Masculino;No;74;0;Si;Si;23;Fija;No
Femenino;Si;74;0;Si;Si;23;Fija;No
Masculino;No;76;0;Si;Si;23;Fija;No
Masculino;Si;38;3;Si;Si;22;Fija;No
Masculino;No;39;2;Si;Si;22;Fija;No
Masculino;Si;40;3;No;Si;22;Fija;No
Masculino;Si;40;3;Si;No;22;Fija;No
Masculino;No;40;2;Si;No;22;Fija;No
Masculino;Si;41;4;Si;Si;22;Fija;Si
Masculino;Si;41;2;Si;Si;22;Fija;No
Femenino;No;41;2;Si;Si;22;Fija;No
Masculino;Si;41;2;No;No;22;Fija;No
Femenino;Si;42;5;Si;Si;22;Fija;Si
Masculino;No;42;5;Si;Si;22;Fija;Si
Masculino;Si;42;2;Si;No;22;Fija;No
Masculino;No;43;4;No;Si;22;Fija;Si
Masculino;Si;43;3;No;Si;22;Fija;No
Masculino;Si;43;2;No;No;22;Fija;No
Masculino;Si;43;0;No;Si;22;Variable;No
Masculino;No;44;3;No;No;22;Fija;No
Masculino;No;44;2;Si;No;22;Fija;No
Masculino;Si;45;5;Si;No;22;Variable;Si
Masculino;No;45;2;Si;Si;22;Fija;No
Masculino;Si;45;2;No;Si;22;Fija;No
Masculino;Si;45;1;No;No;22;Fija;No
Femenino;Si;46;5;No;Si;22;Fija;Si
Femenino;No;46;1;Si;Si;22;Fija;Si
Masculino;No;47;5;Si;No;22;Fija;Si
Masculino;No;47;4;Si;Si;22;Fija;No
Masculino;Si;47;3;Si;Si;22;Fija;No
Femenino;No;48;5;No;Si;22;Fija;Si
Masculino;Si;48;4;No;No;22;Variable;Si
Masculino;No;48;2;Si;Si;22;Variable;No
Masculino;Si;48;1;No;No;22;Fija;No
Masculino;Si;49;2;Si;Si;22;Fija;Si
Femenino;No;49;2;Si;Si;22;Variable;No
Masculino;Si;49;1;Si;Si;22;Fija;No
Femenino;No;49;1;Si;Si;22;Variable;No
Femenino;No;49;1;Si;Si;22;Variable;No
Masculino;Si;50;2;Si;No;22;Fija;No
Femenino;Si;50;2;No;No;22;Fija;No
Femenino;No;50;0;Si;Si;22;Fija;No
Masculino;No;51;5;Si;Si;22;Variable;Si
Masculino;Si;52;4;No;No;22;Variable;Si
Femenino;Si;52;1;Si;Si;22;Variable;No
Masculino;No;53;2;Si;Si;22;Fija;No
Masculino;Si;53;1;No;No;22;Fija;No
Masculino;Si;54;2;No;No;22;Fija;No
Masculino;Si;54;2;No;No;22;Fija;No
Masculino;Si;54;1;Si;No;22;Fija;No
Masculino;Si;54;0;No;Si;22;Variable;No
Femenino;Si;55;5;Si;Si;22;Variable;Si
Masculino;No;56;4;Si;Si;22;Fija;Si
Masculino;Si;56;2;Si;Si;22;Fija;No
Masculino;No;56;1;Si;Si;22;Fija;No
Masculino;Si;57;0;Si;No;22;Fija;No
