Codigo;Cap_endeudamiento;Tiempo_laboral;Prestamo;N_cuotas;Interes;Ingreso;Sexo;Estado_civil;Estado_SBS;Nivel_Educacion;Promocion;Mora
PER20ISP579147398;2,743.51;;6,000;12;1,403.78;9145.041667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP531029321;478.13;;4,300;12;1,318.92;3314.25;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP196715593;472.76;;2,400;6;351.59;2267.451667;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP346995687;980;0;5,000;6;784.02;0;Masculino;Casado;NORMAL;Secundaria;Si;No
PER20ISP315713190;918.8;37;7,000;12;1,429.16;3659.408333;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP395913234;410.73;24;1,000;6;240.92;3275.108333;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP372815006;1,051.31;59;3,000;6;429.99;4205.256667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP806852625;255;0;1,000;6;152.32;0;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP712127622;2,960.24;55;12,000;6;1,317.48;11752.90537;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP932562942;358.41;72;3,200;12;981.52;1201.375;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP025835402;435.63;17;1,500;6;281.39;1818.775;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP176989914;866.7;71;5,000;12;1,515.20;2915.716667;Femenino;Divorciado;CPP;Universitaria;No;No
PER20ISP472377293;1,150.29;79;3,000;6;429.99;5012.286667;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP430623759;1,070.59;14;1,500;6;187.43;3701.17;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP856829024;435.72;53;1,500;6;221.53;1975.108333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP493193768;618.89;26;2,500;6;360.78;2534;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP548709226;280.67;;1,400;6;258.34;1971.981667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP667969173;289.67;28;1,400;6;337.29;1308.125;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP115980743;330;;500;2;34.87;2865;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP589341281;285.84;;1,400;6;258.34;1312.5;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP264979125;553.43;73;5,000;12;1,515.20;1896.16;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP235303551;426.2;73;1,500;6;281.39;2534;Femenino;Soltero;CPP;Técnica;Si;No
PER20ISP697943094;1,125.67;64;1,500;6;221.53;4502.666667;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP120450556;509.81;8;1,200;3;104.92;2180.686667;Femenino;Soltero;CPP;Universitaria;No;No
PER20ISP396815171;300.46;11;1,400;6;207.59;1422.75;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP583617702;385.44;47;900;3;79.42;2200.228333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP819598010;395.45;28;1,900;6;356.42;1639.75;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP059672649;473.14;37;1,200;3;104.17;2445.671667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP896706017;303.89;;2,500;12;613.66;3348.41;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP225764675;454.43;11;1,000;3;84.99;2038.423333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP129953856;546.31;;5,000;12;1,241.66;2354.998333;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP151685422;2,119.04;82;1,000;2;39.43;9302.201547;Femenino;Soltero;NORMAL;Postgrado;No;No
PER20ISP825745282;876.08;36;1,500;3;118.2;4144.425;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP119282843;715;;7,000;12;1,572.86;7999.841667;Masculino;Casado;CPP;Universitaria;No;Si
PER20ISP265283355;633.5;0;2,500;6;360.78;2534;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP080031463;524.17;18;4,900;12;1,359.21;1750;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP362854885;365.22;43;1,800;6;250.55;2579.336667;Femenino;Soltero;CPP;Técnica;No;No
PER20ISP322583419;1,102.79;64;2,500;6;344.9;3723.176667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP398345385;414.63;49;1,000;3;84.99;1851.605;Femenino;Soltero;CPP;Técnica;No;No
PER20ISP672468503;328.22;6;1,600;6;300.15;1400;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP211723893;573.16;4;1,000;6;216.34;1956.348333;Masculino;Soltero;CPP;Técnica;Si;Si
PER20ISP170201720;210.94;64;1,000;6;152.25;2843.54;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP821307942;362.17;24;3,300;12;1,012.20;1474.375;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP534895722;926.02;18;1,500;6;187.43;3086.746667;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP471475577;516.09;22;1,500;6;210.12;2608.258333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP128318413;521.4;13;1,000;3;88.14;2160.363333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP939863266;391.39;11;1,000;6;201.33;1304.625;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP791198905;384.11;;2,000;6;292.99;1970.418333;Femenino;Soltero;CPP;Universitaria;Si;Si
PER20ISP126825220;588.86;47;2,500;6;360.78;2918.555;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP896686577;873.04;77;2,500;6;360.78;3492.166667;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP588881085;785.4;13;1,500;6;210.12;2618;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP780961762;501.97;11;1,500;6;221.53;2276.05;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP459182066;2,400.47;;10,000;12;1,850.67;6946.948333;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP791677243;457.15;30;2,300;6;332.28;3073.706667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP348862349;230;0;1,000;6;152.32;0;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP404817897;493.51;22;1,000;3;88.99;2247.128333;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP233706601;1,040.18;75;5,000;6;608.2;3467.258333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP427488200;928.28;37;1,200;12;426.98;4702;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP792527123;555.33;64;1,000;3;84.99;2221.333333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP745751024;337.19;7;3,000;12;920.18;1242.5;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP165417226;400.59;14;1,000;3;79.59;1343.125;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP511662680;1,011.84;35;2,500;6;360.78;5165.22;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP792097583;618.7;48;1,500;5;188.73;2474.795;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP465699064;1,974.25;76;10,600;6;1,125.94;8451.855;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP841190438;811.9;47;4,000;12;1,226.90;2971.226667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP091793013;550.45;51;1,000;3;84.99;2201.791667;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP668366725;823.54;49;1,500;6;221.53;3303.575;Masculino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP085558232;399.18;9;3,600;12;1,104.21;1605.625;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP865684286;624.15;12;1,000;3;84.99;2496.6;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP328147025;1,706.51;75;6,000;6;728.42;5688.37;Masculino;Casado;NORMAL;Postgrado;Si;No
PER20ISP549132783;758.66;49;500;1;23.05;1674.75;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP677268232;1,132.61;21;3,000;6;429.99;4601.733333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP917000333;270.86;72;1,300;6;313.2;1174.25;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP620576966;853;0;2,500;6;438.19;0;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP655653719;392.81;79;900;3;79.42;2606.695;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP938574783;313.28;13;1,500;6;281.39;1296.75;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP378150086;575.61;71;5,400;12;1,438.97;2044.676667;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP544693649;215.39;72;2,000;12;573.97;1474.375;Femenino;Casado;NORMAL;Postgrado;No;No
PER20ISP729277809;259.85;26;1,200;6;180;3431.675;Femenino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP939371209;834.95;77;3,000;6;367.76;2845.103333;Masculino;Soltero;DEFICIENTE;Secundaria;Si;No
PER20ISP691276512;438.76;;2,300;6;305.79;1534.75;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP328612368;506.91;;4,500;12;1,169.56;2025.916667;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP238682784;169.58;;800;6;147.63;1575;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP767098960;1,539.64;71;5,000;12;1,515.20;5880.52;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP036239414;271.99;73;1,500;12;426.67;1384.25;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP555191969;5,689.30;77;7,500;6;662.51;19594.79748;Masculino;Casado;NORMAL;Postgrado;Si;No
PER20ISP909317178;411.48;0;1,500;6;221.53;2534;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP952882999;332.71;27;1,500;6;221.53;2501.951667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP678240450;1,074.78;62;3,000;6;429.99;4406.658333;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP320046672;843.58;84;500;1;23.05;3000.405;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP774465551;610.96;3;3,000;6;429.8;3421;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP217049630;538.52;12;2,700;6;388.46;4346.166667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP864229673;437.5;18;1,500;6;221.53;1750;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP780766319;591.53;64;2,500;6;360.78;3507.083333;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP778471093;649.73;12;1,400;10;347.35;2165.75;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP861908434;1,510.61;73;1,000;4;141.35;7583.691667;Masculino;Casado;NORMAL;Postgrado;No;No
PER20ISP923856773;395.22;7;1,800;8;348.75;1575;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP841995734;486.55;77;1,500;6;221.53;1946.186667;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP302979306;219.33;50;1,000;6;240.92;1767.5;Femenino;Divorciado;CPP;Universitaria;Si;No
PER20ISP791253104;647.07;6;2,500;6;344.9;2534;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP716026069;478.61;4;1,200;3;104.17;2280.74;Masculino;Casado;NORMAL;Universitaria;No;Si
PER20ISP536555022;1,083.87;77;1,500;6;221.53;4335.491667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP378561035;504.66;3;1,000;3;84.99;2373.758333;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP973949014;370;;500;2;34.87;0;Femenino;Soltero;NORMAL;Secundaria;No;No
PER20ISP827855594;1,611.75;7;5,000;12;1,515.20;6113.295;Masculino;Soltero;CPP;Postgrado;No;No
PER20ISP537624541;703.52;15;3,000;6;429.99;4050.825;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP440412525;507.84;15;2,000;6;375.18;2184.595;Femenino;Casado;NORMAL;Universitaria;Si;No
PER20ISP050297699;316.61;;1,600;6;234.4;1379.875;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP670741766;492.88;0;1,000;3;84.99;2491.008333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP554770237;220;51;1,000;6;152.32;2618.1;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP347908870;590;74;4,000;12;880.78;6209.381667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP420800822;189.86;;1,700;12;459.08;1844.57;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP410123557;382.11;;1,300;4;168.65;1649.375;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP938162237;242.63;8;1,100;6;166.16;2083.76;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP406184934;850.48;7;2,500;6;344.9;2834.941667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP964901814;710.72;68;6,700;12;1,785.39;2369.068333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP319436831;280;82;600;3;55.99;1580.25;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP778506686;648.13;36;3,000;6;410.93;2761.465;Masculino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP847684209;600.27;5;5,000;12;1,515.20;2000.903333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP097776233;597.15;11;2,500;6;360.78;2964.821667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP650736210;542.66;76;1,000;3;84.99;2384.87;Femenino;Soltero;NORMAL;Secundaria;No;No
PER20ISP369457564;493.5;8;1,500;6;221.53;2320.605;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP137663241;400;6;900;3;79.42;2989.018333;Masculino;Soltero;CPP;Universitaria;No;No
PER20ISP850056297;380;;500;2;34.87;1875;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP144290571;518.88;20;2,500;6;360.78;2639.525;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP461082583;601.55;45;2,600;6;455.72;2444.108333;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP422776043;425.47;33;2,100;6;393.94;1701.875;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP712180585;876.85;13;5,000;12;1,088.15;2922.833333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP644264436;721.25;77;1,500;6;210.12;3097.191667;Femenino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP604818541;477.23;6;1,000;3;84.99;2209.608333;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP759975076;247.3;27;1,100;6;265.01;1425.375;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP434810860;625.78;57;4,500;12;998.62;3634.5;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP604257902;1,272.23;46;3,000;6;429.99;5737.211667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP003089256;493.91;12;2,500;6;438.19;2078.288333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP655691103;263.21;10;600;3;54.44;2183.031667;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP080814504;651.17;13;2,500;6;360.78;2646.33;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP955524682;113.29;71;900;12;381.14;1268.75;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP813420546;313.52;20;1,500;6;281.39;1609.125;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP174394108;560.21;4;1,000;3;88.14;2332.33;Masculino;Soltero;CPP;Postgrado;Si;No
PER20ISP567427227;910.93;19;2,500;6;344.9;3053.96;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP908678651;350.76;2;1,000;6;152.32;3137.045;Femenino;Casado;NORMAL;Universitaria;Si;No
PER20ISP475896446;132.05;;600;6;110.72;1321.25;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP529511146;540.87;44;1,000;6;152.25;2163.49;Masculino;Casado;NORMAL;Secundaria;Si;No
PER20ISP978530120;322.23;5;3,000;12;832.17;1135.75;Femenino;Soltero;CPP;Técnica;Si;Si
PER20ISP271165667;306.93;65;1,800;12;569.58;1540;Femenino;Soltero;CPP;Postgrado;No;No
PER20ISP645113581;628.46;9;3,000;6;525.83;2522.275;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP595791061;350;2;1,500;6;210.12;3517.075;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP746530988;250;0;1,200;6;180;0;Masculino;Soltero;PERDIDA;Secundaria;Si;No
PER20ISP633536111;431;24;500;2;49.56;2688.77;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP749056461;440.63;15;2,200;6;318.43;2517.666667;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP011724544;618.06;52;1,500;3;130.42;2611.461667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP947060511;381.83;71;1,900;6;356.42;2209.608333;Femenino;Casado;CPP;Universitaria;No;No
PER20ISP871471844;1,148.38;29;1,500;3;101.98;7939.968667;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP954866608;544.69;27;5,000;12;1,515.20;1818.775;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP302220480;340.21;8;1,500;6;221.53;1647.625;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP678693983;371.37;33;1,500;6;221.53;2557.5;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP980013848;347.32;12;1,700;6;249.22;3187.5;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP503246060;472.05;5;1,000;3;84.99;2133.005;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP060899407;668.47;28;2,500;6;360.78;3540.56;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP826518514;676.2;28;1,500;3;130.8;3131.351667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP280626804;252.01;72;2,200;12;696.15;5802.236667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP029343459;1,065.80;77;2,500;6;287.77;4406.658333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP571295381;251.21;13;1,200;6;289.11;1522.5;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP147233096;286.1;;1,400;6;258.34;2707.53;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP268432162;430;22;1,000;3;88.23;2603.125;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP285978201;258.46;47;1,200;6;180;1634.5;Femenino;Soltero;CPP;Técnica;No;No
PER20ISP051010366;571.21;24;2,000;8;426.33;1928.208333;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP704429427;622.48;12;2,500;6;360.78;2625.83;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP375593666;718.51;65;2,500;6;360.78;2874.025;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP576608429;660.93;42;2,500;6;344.9;2686.331667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP584844422;243.18;38;1,100;6;265.01;1694;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP572846858;560;0;5,000;12;1,515.20;0;Femenino;Casado;CPP;Universitaria;No;No
PER20ISP149887280;370.88;3;1,800;6;262.94;1765.75;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP472576908;498;20;2,600;6;299.07;2544.943333;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP438824679;236.77;77;1,100;6;166.16;4762.491667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP522890866;456.4;;4,400;12;1,038.79;4590.268333;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP305503712;704.83;10;2,500;6;360.78;2819.308333;Femenino;Casado;NORMAL;Técnica;Si;Si
PER20ISP362225569;1,128.07;;5,000;12;1,241.66;3990.333333;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP670845236;1,079.17;12;2,500;6;344.9;3597.22;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP604245216;977.89;3;5,000;12;1,515.20;4367.516667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP956241072;393.08;64;1,900;6;356.42;1824.246667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP262727795;374.26;32;1,500;12;430.48;1526.875;Masculino;Casado;CPP;Técnica;No;No
PER20ISP426793879;683.48;25;1,000;6;152.32;3063.771667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP825825607;633.71;64;2,500;6;360.78;3025;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP401448510;560;0;5,000;12;1,515.20;0;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP720368118;575.78;-1;1,000;3;84.99;2402.68;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP449693501;849.49;4;5,000;12;1,332.38;2899.038333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP659729865;916.1;18;2,500;6;344.9;3053.666667;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP877769525;382.77;25;1,500;6;281.39;1683.5;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP208589536;499.84;57;1,500;6;221.53;1999.34;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP456235985;317.82;17;1,500;6;245.23;1109.5;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP601135259;297.93;44;2,700;12;828.16;1092.875;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP151149383;263.91;14;1,000;6;240.92;1211.875;Femenino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP253820838;330;0;1,500;6;221.53;0;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP043795879;242.47;48;2,200;12;696.15;1912.575;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP572843682;391.79;74;1,900;6;276.78;2143.166667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP833883320;500;;1,200;3;104.08;2632.5;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP884837226;445.52;40;2,200;6;412.7;2039.986667;Masculino;Soltero;DEFICIENTE;Universitaria;No;Si
PER20ISP151447412;596;;5,000;12;1,241.66;0;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP547672255;780.77;75;2,500;6;344.9;3345.563333;Masculino;Soltero;DEFICIENTE;Universitaria;Si;No
PER20ISP480058400;268.49;;1,300;6;239.89;2600.441667;Femenino;Soltero;CPP;Universitaria;No;Si
PER20ISP977126068;742.97;3;7,000;12;1,523.41;2619.983333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP090033368;731;0;6,500;12;1,414.60;0;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP814749917;503.16;11;1,000;3;88.14;2012.628333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP333817554;448.05;3;1,500;6;221.53;1792.198333;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP901537847;622.59;7;1,500;3;131.46;2515.24;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP409617315;505.82;73;2,500;6;438.19;2158.018333;Femenino;Casado;CPP;Universitaria;Si;No
PER20ISP290719223;675.83;24;2,500;6;360.78;3485.761667;Femenino;Casado;CPP;Técnica;Si;No
PER20ISP912930665;443.46;26;1,000;3;88.14;1994.65;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP511124010;354.85;9;1,700;6;318.91;1922.736667;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP819459912;538.43;45;1,000;6;240.92;2207.263333;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP394869800;509.83;22;1,000;12;423.49;1750;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP727916203;164.59;;1,500;12;369.29;6235.771667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP967381777;1,071.16;71;5,000;12;1,515.20;3969.695;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP546471622;308.31;12;2,800;12;776.69;1062.25;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP079541217;223.09;;1,100;6;202.98;1606.5;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP804712825;364.97;12;1,800;6;250.55;1614.25;Femenino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP790367084;620.09;11;3,000;6;525.83;3033.141667;Femenino;Soltero;CPP;Universitaria;Si;Si
PER20ISP319375857;374;44;1,800;6;337.67;1417.5;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP545229727;339.06;70;1,600;6;235.27;1356.25;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP921080815;372.97;8;1,800;6;262.94;1491.875;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP825387683;508;29;2,000;6;290.62;2040.768333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP755771669;501.55;64;1,500;6;221.53;2053.275;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP554316830;555.47;59;1,000;6;240.92;2310.443333;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP920509268;508.82;54;2,500;6;438.19;2265.888333;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP567737259;321.48;37;800;3;70.04;2215.861667;Masculino;Soltero;NORMAL;Técnica;Si;No
